ratingByUser,name,price,SellerOffer,delivery,ratingOutOfFive,AvailableOrNot,review
"Average Rating,
						Based on 910 
							ratings
					",Nexus 6,"Rs. 34,999",Exchange upto Rs. 15000. Please note that only functional and display intact devices will be accepted. The IMEI number on the device will be verified by the executive collecting the device.,"Usually Delivered in 2-3 business days.,Usually Delivered in 2-3 business days.",4.2,,
